,Link,Address,Beds,Rent
592,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"14 W Superior St, Chicago, IL 60654",Studio - 3 Beds,"$2,284 - 11,620"
593,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"1164-1212 W Madison St, Chicago, IL 60607",Studio - 2 Beds,"$2,528 - 5,830"
594,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"717 S Clark St, Chicago, IL 60605",Studio - 4 Beds,"$1,935 - 11,000"
595,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"5801-5811 S Dorchester Ave, Chicago, IL 60637",1-6 Beds,"$2,225 - 4,750"
596,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"2345 N Lincoln Ave, Chicago, IL 60614",Studio - 3 Beds,"$2,354 - 5,977"
597,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"651 S Wells St, Chicago, IL 60607",1-3 Beds,"$1,886 - 9,293"
598,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"1001 S State St, Chicago, IL 60605",Studio - 3 Beds,"$1,938 - 5,417"
599,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"120 N Green St, Chicago, IL 60607",Studio - 3 Beds,"$2,310 - 12,803"
600,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,260 - 14,520"
601,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,341 - 5,308"
602,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"1407 S Michigan Ave, Chicago, IL 60605",Studio - 3 Beds,"$1,675 - 5,400"
603,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"5035 S East End Ave, Chicago, IL 60615",Studio - 4 Beds,"$1,650 - 4,456"
604,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,205 - 3,205"
605,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"840 W Blackhawk St, Chicago, IL 60642",Studio - 2 Beds,"$2,010 - 3,671"
606,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"120 N Green St, Chicago, IL 60607",Studio - 3 Beds,"$2,270 - 10,331"
607,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"545 N McClurg Ct, Chicago, IL 60611",Studio - 3 Beds,"$2,395 - 8,705"
608,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"2 W Delaware Pl, Chicago, IL 60610",1-5 Beds,"$3,850 - 11,135"
609,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"165 W Superior St, Chicago, IL 60654",Studio - 2 Beds,"$2,095 - 5,116"
610,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"730 W Couch Pl, Chicago, IL 60661",Studio - 3 Beds,"$2,388 - 8,312"
611,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"2345 N Lincoln Ave, Chicago, IL 60614",Studio - 3 Beds,"$2,625 - 8,495"
612,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"504 N Green St, Chicago, IL 60642",Studio - 3 Beds,"$1,963 - 8,085"
613,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"465 N Park Dr, Chicago, IL 60611",Studio - 3 Beds,"$2,323 - 22,026"
614,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"205 S Peoria, Chicago, IL 60607",Studio - 2 Beds,"$2,242 - 6,419"
615,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"14 W Superior St, Chicago, IL 60654",Studio - 3 Beds,"$2,299 - 11,935"
616,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"8 E Huron St, Chicago, IL 60611",1-3 Beds,"$4,600 - 13,995"
617,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"1210 N State Pky, Chicago, IL 60610",Studio - 2 Beds,"$2,170 - 6,569"
618,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"747 N Wabash Ave, Chicago, IL 60611",Studio - 2 Beds,"$2,125 - 4,587"
619,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"833 N Clark St, Chicago, IL 60610",Studio - 3 Beds,"$2,097 - 17,000"
620,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"808 W Van Buren St, Chicago, IL 60607",1-2 Beds,"$2,395 - 3,690"
621,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"165 N Desplaines St, Chicago, IL 60661",Studio - 2 Beds,"$2,139 - 3,930"
622,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"808 N Wells St, Chicago, IL 60610",Studio - 2 Beds,"$1,888 - 4,322"
623,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"121 W Chestnut St, Chicago, IL 60610",Studio - 3 Beds,"$2,036 - 10,380"
624,https://web.archive.org/web/20220819053652/https://www.apartments.com/chicago-il/,"340 E North Water St, Chicago, IL 60611",Studio - 3 Beds,"$2,199 - 9,246"
